name,categories,city,state,address,postalCode,latitude,longitude
Cook-Out,"Fast Food Restaurants,American Restaurants,Barbecue Restaurants,Hamburgers and Hot Dogs,Restaurants",Suffolk,VA,1017 N Main Street,23434,36.74421,-76.58441
Sonic Drive-In,"Fast Food Restaurants,American Restaurants,Chicken Restaurants,Hamburgers and Hot Dogs,Hot Dog Stands and Restaurants,Restaurants,Take Out Restaurants",Portsmouth,VA,5755 Portsmouth Boulevard,23701,36.81954,-76.38286
Domino's Pizza,"Pizza,Restaurant,Fast Food Restaurants,Take Out Restaurants,Pizza Place,Restaurants",Portsmouth,VA,2616 Airline Blvd Ste C,23701,36.81176,-76.36258
Long John Silver's,"Fast Food Restaurants,Restaurants",Woodbridge,VA,2700 Potomac Mills Cir Ste 413,22192,38.64344,-77.29556
Pizza Hut,"Pizza,Chicken Wings,Food Delivery,Fast Food Restaurants,Take Out Restaurants,Family Style Restaurants,Restaurants",Harrisonburg,VA,1550 E Market Street,22801,38.43496,-78.84691
Retro's Good Eats,"Fast Food Restaurants,American Restaurants,Ice Cream and Frozen Desserts,Restaurants",Williamsburg,VA,435 Prince George Street,23185,37.27225,-76.70704
Moe's Southwest Grill,"Mexican Restaurant,American Restaurants,Mexican Restaurants,Caterers,Taco Place,Fast Food Restaurants,Take Out Restaurants,Burrito Place,Restaurants",Williamsburg,VA,4950 Monticello Avenue,23188,37.27238,-76.75461
Via Veneto Italian Restaurant,"Italian Restaurants,Caterers,Fast Food Restaurants,Mediterranean Restaurants,Restaurants,Take Out Restaurants",Alexandria,VA,1309 Shenandoah Road,22308,38.74168,-77.05678
El Charro Mexican Restaurant,"Restaurant,Mexican Restaurants,Caterers,Cocktail Lounges,Bar & Grills,Take Out Restaurants,Fast Food Restaurants,Latin American Restaurants,Restaurants",Woodland,CA,417 Main St,95695,38.6775,-121.7755
Del Taco,"Mexican Restaurant,Restaurant,Other Great Outdoors,Fast Food Restaurant,Restaurants",Sacramento,CA,3531 Truxel Rd,95834,38.6358,-121.503
McDonald's,"Ice Cream Parlors,Breakfast,Fast Food Restaurants,Take Out Restaurants,Fast Food,Restaurants,Frozen Yogurt Shops,Restaurant,Fast Food Restaurant,Coffeehouses,Salads,Hamburgers and Hot Dogs,Hamburgers,Sandwich Shops",Tulare,CA,108 E Cross Ave,93274,36.2133,-119.3486
Taco Bell,"Restaurant,Mexican,Breakfast,Vegetarian,Fast Food,Restaurants",Exeter,CA,1107 Visalia Rd,93221,36.2976,-119.1556
McDonald's,"Ice Cream Parlors,Breakfast,Fast Food Restaurants,Take Out Restaurants,Fast Food,Restaurants,Frozen Yogurt Shops,Restaurant,Fast Food Restaurant,Coffeehouses,Salads,Hamburgers and Hot Dogs,Hamburgers,Sandwich Shops",Visalia,CA,1401 E Noble Ave,93292,36.3252,-119.2766
Papa John's Pizza,"Pizza,Restaurant,Carry-out food,Food and Beverage,Take Out Restaurants,Pizza Place,Pizza Place, Fast Food Restaurant, and Italian Restaurant Preston Park,Restaurants",Roanoke,VA,4513 Williamson Rd NW,24012,37.3136,-79.95202
Panera Bread,"Breakfast,Food Delivery,Fast Food,Health Food Restaurants,Take Out Restaurants,Restaurants,Restaurant,American Restaurants,Coffee Shops,Traditional American,Coffeehouses,Bakeries,Catering,Sandwich Shops",Roanoke,VA,4202 Electric Road,24018,37.22758,-79.97962
Roanoker Restaurant Inc,"Take Out,Caterers,Breakfast Spot and American Restaurant Colonial Avenue Area,American Restaurant,Fast Food Restaurants,Take Out Restaurants,Banquet Halls and Reception Facilities,Family Style Restaurants,Restaurants,Breakfast Spot,Restaurant,American Restaurants,Breakfast Spot and American Restaurant,Food & Beverage Delivery Services,Catering",Roanoke,VA,2522 Colonial Ave SW,24015,37.25172,-79.9606
McDonald's,"Ice Cream Parlors,Burger Joint,Restaurant,Breakfast,Fast Food Restaurant,Fast Food,Coffeehouses,Salads,Hamburgers,Restaurants,Sandwich Shops",South San Francisco,CA,381 S Airport Blvd,94080,37.644,-122.4036
Panera Bread,"Breakfast,Food Delivery,Bakery,Fast Food,Caf,Health Food Restaurants,Take Out Restaurants,Restaurants,Restaurant,American Restaurants,Coffee Shops,Traditional American,wich Place,Coffeehouses,Bakeries,Catering,Sandwich Shops",Chesapeake,VA,1412 Greenbrier Parkway,23320,36.77643,-76.2309
Krispy Krunchy Chicken,"Carry-out food,Caterers,American restaurants,Fast Food Restaurants,Take Out Restaurants,Chicken Restaurants,Restaurants,Restaurant,Barbecued poultry,Barbecue,Spare rib restaurants,Convenience Stores,Chicken restaurants",Chesapeake,VA,1025 Eden Way N,23320,36.77687,-76.22392
Moe's Southwest Grill,"Carry-out food,Caterers,Mexican Restaurants,Taco Place,Tex-mex restaurants,Southwestern restaurants,Take Out Restaurants,Fast Food Restaurants,Restaurants,American Restaurants,Restaurant,Family style restaurants,Burrito Place and Taco Place Pleasant Grove,Burrito Place",Chesapeake,VA,237 Battlefield Blvd S,23322,36.71596,-76.23732
Sonic Drive-In,"Fast Food,Hamburgers,Chicken,Soda Fountain Shops,Restaurants",Hot Springs National Park,AR,3701 Malvern Avenue,71901,34.4641,-92.9695
Panera Bread,"Breakfast,Food Delivery,Fast Food,Health Food Restaurants,Take Out Restaurants,Restaurants,Restaurant,American Restaurants,Coffee Shops,Traditional American,Coffeehouses,Bakeries,Catering,Sandwich Shops",Lynchburg,VA,3911 Wards Road,24502,37.35095,-79.18454
Taco Bell,"Carry-out food,Mexican Restaurants,Mexican,Breakfast,Tex-mex restaurants,Vegetarian,Southwestern restaurants,Mexican restaurants,Fast Food Restaurants,Fast Food,Restaurants,Mexican Restaurant,Restaurant,Fast Food Restaurant",Smyrna,GA,2204 S Cobb Dr SE,30080,33.901,-84.5417
Five Guys Burgers Fries,"Hamburgers and Hot Dogs,Fast Food Restaurants,Restaurants",Virginia Beach,VA,750 Independence Boulevard,23455,36.86409,-76.13156
Del Vecchios,"Pizza,Caterers,Pasta Restaurants,Fast Food Restaurants,Take Out Restaurants,Family Style Restaurants,Restaurants,Italian Restaurants,Pizza Delivery,Sandwich Shops",Norfolk,VA,1080 47th Street,23508,36.8865,-76.30207
Chanellos Pizza,"Pizza,Fast Food Restaurants,Restaurants,Seafood Restaurants,Take Out Restaurants",Norfolk,VA,3201 E Ocean View Avenue,23518,36.93213,-76.20279
Arby's,"Delis And Delicatessens,Restaurant,Fast Food Restaurant,American Restaurant,Traditional American,wich Place,Fast Food,Restaurants,Sandwich Shops",Monroe,MI,1455 N Telegraph Rd,48161,41.9417,-83.4052
Panda Express,"Asian Restaurants,Restaurant,Chinese Restaurants,Take Out Restaurants,Fast Food Restaurants,Restaurants",Tucson,AZ,4500 N Oracle Rd Ste Fc05,85705,32.28839,-110.97674
In-N-Out Burger,"Fast Food Restaurants,American Restaurants,Hamburgers and Hot Dogs,Restaurants",Tucson,AZ,7111 E Broadway Boulevard,85710,32.22121,-110.83964
Burger King,"Restaurant,Fast Food Restaurant,Fast Food,Restaurants",Saint Clair,MI,200 Clinton Ave,48079,42.8215,-82.4875
Domino's Pizza,"Pizza,Restaurant,Food Delivery,Take Out Restaurants,Fast Food Restaurants,Pizza Place,Restaurants",Tipp City,OH,937 W Main St,45371,39.9617,-84.1859
Pizza Hut,"Italian Restaurant,Carry-out food,Caterers,Restaurant delivery service,Chicken Wings,Food Delivery,American restaurants,Take Out Restaurants,Fast Food Restaurants,Karaoke,Home delivery beer and beverages,Family Style Restaurants,Restaurants,Pizza,Restaurant,Pizza Place,Catering",Fairborn,OH,11 W Dayton Yellow Springs Rd,45324,39.7923,-84.0247
Chipotle Mexican Grill,"Carry-out food,Mexican Restaurants,Mexican,Tex-mex restaurants,Southwestern restaurants,American restaurants,Fast Food Restaurants,Take Out Restaurants,Restaurants",Michigan City,IN,5218 Franklin St,46360,41.6734,-86.8934
Panera Bread,"Breakfast,Food Delivery,Bakery,Caf,Fast Food,Bagel Shops,Restaurants,Restaurant,Bakery, Caf, and Food,Traditional American,Dessert Shops,Coffeehouses,Bakeries,Catering,Café,Sandwich Shops,Food",Goshen,IN,4536 Elkhart Rd,46526,41.6275,-85.909
Chipotle Mexican Grill,"Carry-out food,Mexican Restaurants,Mexican,Taco Place,Tex-mex restaurants,Southwestern restaurants,Fast Food Restaurants,Take Out Restaurants,Restaurants,Mexican Restaurant,Restaurant,Mexican Restaurant, Burrito Place, and Taco Place,Burrito Place",Springboro,OH,5 Greenwood Ln,45066,39.5633,-84.2653
Wendy's,Fast Food,Mason,OH,1155 Reading Road,45040,39.336,-84.3462
Wendy's,"Burger Joint,Restaurant,Carry-out food,Hot dog restaurants,Fast Food Restaurant,American restaurants,Hamburger restaurants,Fast Food,Restaurants",Walton,KY,319 Richwood Rd,41094,38.9154,-84.633
Panera Bread,"Breakfast,Fast Food,Health Food Restaurants,Take Out Restaurants,Bagel Shops,Restaurants,Restaurant,American Restaurants,Coffee Shops,Traditional American,Coffeehouses,Bakeries,Catering,Sandwich Shops",Cincinnati,OH,876 Eastgate North Drive,45245,39.0966,-84.2649
Subway,"Delis And Delicatessens,Take Out Restaurants,Fast Food Restaurants,Restaurants,Sandwich Shops",Springfield,IL,5250 Shepherd Rd,62703,39.7259,-89.6138
Burger King,"Fast Food,Food & Entertainment",Springfield,IL,510 West Jefferson St,62702,39.8028,-89.6604
Jimmy John's,"Delis And Delicatessens,Carry-out food,Restaurant,Delicatessens,Fast Food Restaurant,wich Place,Fast Food Restaurants,Catering,Restaurants,Sandwich Shops",Hazelwood,MO,6064 N Lindbergh Blvd,63042,38.7683,-90.3667
Culver's,"Fast Food Restaurants,Take Out Restaurants,Restaurants,Ice Cream Shop,American Restaurants,Ice Cream and Frozen Desserts,Burger Joint,Restaurant,Bars & Clubs,Fast Food Restaurant, Burger Joint, and Ice Cream Shop,Fast Food Restaurant,Hamburgers and Hot Dogs,Food & Entertainment",Decatur,IL,2994 N Water St,62526,39.8765,-88.955
KFC,"American Restaurants,Fast Food,Chicken,Chicken Restaurants,Family Friendly Restaurants,Restaurants",Coal City,IL,2780 Division Street,60416,41.2891,-88.2445
McDonald's,"Restaurant,Carry-out food,Hot dog restaurants,Fast Food Restaurant,American restaurants,Hamburger restaurants,Karaoke,Fast food restaurants,Restaurants",Baxley,GA,106 N Main St,31513,31.777999,-82.348747
Burger King,"Carry-out food,Hot dog restaurants,American restaurants,Hamburger restaurants,Fast Food,Fast Food Restaurants,Karaoke,Restaurants,Restaurant,Bars & Clubs,Fast Food Restaurant,Food & Entertainment,Hamburgers and Hot Dogs",Urbana,IL,1708 Philo Rd,61802,40.0974,-88.1903
Burger King,"Fast Food Restaurants,Hamburgers and Hot Dogs,Restaurants",Phoenix,AZ,3521 W Van Buren Street,85009,33.45098,-112.13563
Chick-fil-A,"Fast Food Restaurants,Chicken Restaurants,Restaurants",Phoenix,AZ,5035 E Ray Road,85044,33.31971,-111.97511
Arby's,"Fast Food Restaurants,Restaurants,Sandwich Shops",Phoenix,AZ,6850 N 35th Avenue,85017,33.53753,-112.13481
Subway,"Carry-out food,Delicatessens,Service stations,American restaurants,Karaoke,Take Out Restaurants,Fast Food Restaurants,Restaurants,Pizza,Delis And Delicatessens,Convenience stores,Sandwiches,Sandwich Shops",Etna Green,IN,3605 N State Road 19,46524,41.28311,-86.04747
Taco Bell,"Restaurant,Carry-out food,Mexican Restaurants,Tex-mex restaurants,Southwestern restaurants,American restaurants,Fast Food Restaurants,Karaoke,Restaurants",Elwood,IN,1518 S State Road 37,46036,40.26426,-85.81862
Subway,"Take Out Restaurants,Fast Food Restaurants,Restaurants,Sandwich Shops",Fairmount,IN,207 W Eighth Street,46928,40.4226,-85.64999
McDonald's,"Fast Food Restaurants,Take Out Restaurants,Hamburgers and Hot Dogs,Restaurants",Cloverdale,IN,1033 N Main Street,46120,39.52996,-86.80148
Panera Bread,"Breakfast,Food Delivery,Bakery,Caf,Take Out Restaurants,Health Food Restaurants,Fast Food,Restaurants,Restaurant,American Restaurants,Coffee Shops,Traditional American,wich Place,Coffeehouses,Bakeries,Catering,Sandwich Shops",Naples,FL,2415 Tarpon Bay Blvd Unit 5,34119,26.2705,-81.7383
Five Guys Burgers Fries,"Fast Food Restaurants,Hamburgers and Hot Dogs,Restaurants",Indianapolis,IN,9210 Rockville Rd Ste A,46234,39.76427,-86.32526
Sonic Drive-In,"Fast Food Restaurants,American Restaurants,Chicken Restaurants,Hamburgers and Hot Dogs,Hot Dog Stands and Restaurants,Restaurants,Take Out Restaurants",Indianapolis,IN,66 S Raceway Road,46231,39.76223,-86.32732
Hellas Cafe,"Coffee Shops,American Restaurants,Caterers,Greek Restaurants,Mediterranean Restaurants,Take Out Restaurants,Fast Food Restaurants,Restaurants,Middle Eastern Restaurants",Indianapolis,IN,8501 Westfield Boulevard,46240,39.91091,-86.13369
Moe's Southwest Grill,"Take Out,Restaurant,Caterers,Mexican Restaurants,Take Out Restaurants,Fast Food Restaurants,Burrito Place, Mexican Restaurant, and Taco Place,Southwestern Restaurants,Restaurants",Avon,IN,9263 E Us Highway 36,46123,39.76235,-86.35739
Dairy Queen,"Carry-out food,Ice cream parlors,American restaurants,Fast Food Restaurants,Karaoke,Restaurants,Ice Cream & Frozen Desserts,Hamburgers & Hot Dogs,Restaurant,Ice Cream and Frozen Desserts,Dessert Restaurants,Ice cream and frozen desserts-retail,Hamburgers and Hot Dogs",Avon,IN,7574 E Us Highway 36,46123,39.76365,-86.38891
Kfc,"Carry-out food,Caterers,Fried Chicken Joint,American restaurants,Fast Food Restaurants,Take Out Restaurants,Karaoke,Chicken Restaurants,Restaurants,Restaurant,Barbecued poultry,Fast Food Restaurant,Barbecue,Spare rib restaurants,Catering,Chicken restaurants",Avon,IN,7518 E Us Highway 36,46123,39.76368,-86.39015
Wendy's,"Fast Food Restaurants,Hamburgers and Hot Dogs,Restaurants",Crawfordsville,IN,1511 S Washington Street,47933,40.02344,-86.90354
Pizza Hut,"Carry-out food,Caterers,Restaurant delivery service,Chicken Wings,Steak and chop restaurants,Food Delivery,American restaurants,Karaoke,Take Out Restaurants,Fast Food Restaurants,Home delivery beer and beverages,Family Style Restaurants,Restaurants,Pizza,Restaurant,Barbecue,Pizza Place,Spare rib restaurants,Catering",Sarasota,FL,8197 S Tamiami Trl,34231,27.236,-82.4978
Burger King,"Restaurant,Burger Joint,American,Breakfast & Brunch,Fast Food Restaurant,Fast Food,Fast Food Restaurant and Burger Joint,Restaurants",Fort Walton Beach,FL,302 Racetrack Rd Nw,32547,30.4497,-86.6263
Culver's,"American Restaurants,Ice Cream and Frozen Desserts,Fast Food Restaurants,Take Out Restaurants,Hamburgers and Hot Dogs,Restaurants",Greenfield,IN,1846 N State Street,46140,39.81165,-85.77053
Chick-Fil-A,"Carry-out food,Caterers,American Restaurant,American restaurants,Fast Food Restaurants,Restaurants,Restaurant,Barbecued poultry,Fast Food Restaurant,wich Place,Family style restaurants,Barbecue,Spare rib restaurants,Sandwiches,Chicken restaurants,Catering,Sandwich Shops",Acworth,GA,3295 Cobb Pkwy Nw,30101,34.0535,-84.7038
Chick-Fil-A,"Carry-out food,Caterers,American Restaurant,American restaurants,Fast Food Restaurants,Restaurants,Restaurant,Fast Food Restaurant, American Restaurant, and Sandwich Place,Barbecued poultry,Fast Food Restaurant,wich Place,Family style restaurants,Barbecue,Spare rib restaurants,Sandwiches,Chicken restaurants,Chicken Take Out",Austell,GA,3951 Austell Rd,30106,33.856511,-84.601451
Taco Bell,"Carry-out food,Mexican Restaurants,Tex-mex restaurants,Southwestern restaurants,Fast Food Restaurant,Mexican restaurants,Fast Food Restaurants,Restaurants",Macon,GA,6215 Zebulon Rd,31210,32.880482,-83.764715
Taco Bell,"Mexican Restaurant,Fast Food Restaurant and Mexican Restaurant,Restaurant,Carry-out food,Tex-mex restaurants,Southwestern restaurants,Fast Food Restaurant,Mexican restaurants,Restaurants",Forest Park,GA,4465 Jonesboro Rd,30297,33.63291,-84.358006
Wendy's,"Fast Food Restaurants,Hamburgers and Hot Dogs,Restaurants",Vincennes,IN,2523 N 6th Street,47591,38.68859,-87.50599
Burger King,"Hamburgers & Hot Dogs,Burger Joint,Carry-out food,Hot dog restaurants,Fast Food Restaurant,American restaurants,Hamburger restaurants,Fast Food Restaurants,Restaurants",Riverdale,GA,6910 Highway 85,30274,33.56615148,-84.41263726
Subway,"Fast Food Restaurants,Restaurants,Sandwich Shops,Take Out Restaurants",Jasper,IN,620 W 6th Street,47546,38.39198,-86.93886
Firehouse Subs,"Carry-out food,Caterers,Delicatessens,American restaurants,Karaoke,Fast Food Restaurants,Take Out Restaurants,Restaurants,Delis And Delicatessens,Restaurant,wich Place,Sandwiches,Catering,Sandwich Shops",Portage,IN,6536 Us Highway 6,46368,41.55064,-87.16077
Chipotle Mexican Grill,"Restaurant,Carry-out food,Mexican Restaurants,Tex-mex restaurants,Southwestern restaurants,American restaurants,Karaoke,Take Out Restaurants,Fast Food Restaurants,Mexican Restaurant, Burrito Place, and Taco Place,Restaurants",Portage,IN,6040 Us Highway 6,46368,41.55063,-87.18099
Culver's,"Carry-out food,Restaurant,Ice Cream and Frozen Desserts,American Restaurants,Hot dog restaurants,Hamburger restaurants,American restaurants,Karaoke,Fast Food Restaurants,Take Out Restaurants,Hamburgers and Hot Dogs,Restaurants",Portage,IN,6139 Us Highway 6,46368,41.54995,-87.17739
Panda Express,"Asian Restaurants,Carry-out food,Restaurant,Chinese Restaurants,American restaurants,Karaoke,Take Out Restaurants,Fast Food Restaurants,Restaurants,Chinese restaurants",Portage,IN,6150 Us Highway 6,46368,41.55064,-87.17633
Five Guys Burgers Fries,"Carry-out food,Real estate appraisers,Hot dog restaurants,American restaurants,Hamburger restaurants,Fast Food Restaurants,Karaoke,Hamburgers and Hot Dogs,Real estate,Restaurants,Real estate consultants",Brownsburg,IN,124 E Northfield Dr Ste H,46112,39.85736,-86.38974
Domino's Pizza,"Pizza,Take Out Restaurants,Fast Food Restaurants,Restaurants",Angola,IN,801 S Wayne Street,46703,41.62854,-84.99875
Fazoli's,"Pizza,Restaurant,Carry-out food,American restaurants,Take Out Restaurants,Fast Food Restaurants,Karaoke,Italian restaurants,Pasta,Family Style Restaurants,Restaurants,Italian Restaurants",Avon,IN,7930 E Us Highway 36,46123,39.76348,-86.38282
Sushi Boss,"Asian Restaurants,Japanese Restaurants,Fast Food Restaurants,Sushi Bars,Bars",Indianapolis,IN,803 W 10th Street,46202,39.78052,-86.17215
Waffle House,"Breakfast Brunch and Lunch Restaurants,Restaurant,Breakfast Spot,Fast Food Restaurant,Diner,Breakfast Brunch and Lunch Restaurants,,Breakfast Brunch & Lunch Restaurants,,Restaurants",Plainfield,IN,5018 Cambridge Way,46168,39.67803,-86.36991
QDOBA Mexican Eats,"Mexican Restaurants,Tex-mex restaurants,Southwestern restaurants,American restaurants,Fast Food Restaurants,Take Out Restaurants,Karaoke,Restaurants",Plainfield,IN,2663 E Main St Ste 400,46168,39.71739,-86.35662
Culver's,"American Restaurants,Ice Cream and Frozen Desserts,Fast Food Restaurants,Take Out Restaurants,Hamburgers and Hot Dogs,Restaurants",Plainfield,IN,170 S Perry Road,46168,39.71625,-86.35759
Quiznos,"American Restaurants,Restaurant,Caterers,Salad Place,wich Place,Fast Food Restaurants,Take Out Restaurants,Soup Place,Sandwich Place,Restaurants,Sandwich Shops",Plainfield,IN,5971 Cambridge Way,46168,39.67554,-86.3693
Big Boys,"American Restaurants,Take Out Restaurants,Fast Food Restaurants,Breakfast Brunch and Lunch Restaurants,,Family Style Restaurants,Hamburgers and Hot Dogs,Restaurants,Sandwich Shops",Fairland,IN,7608 W Mockingbird Court,46126,39.68692,-85.92448
India Garden Restaurant,"Asian Restaurants,Caterers,Seafood Restaurants,Take Out Restaurants,Fast Food Restaurants,Family Style Restaurants,Indian Restaurants,Restaurants,Middle Eastern Restaurants",Indianapolis,IN,207 N Delaware Street,46204,39.77012,-86.15412
Panera Bread,"Breakfast,Catering Companies,Food Delivery,Bakery,Caf,Take Out Restaurants,Health Food Restaurants,Fast Food,Fast Food Restaurants,Bagel Shops,Restaurants,Restaurant,American Restaurants,Coffee Shops,Traditional American,wich Place,Coffeehouses,Bakeries,Traditional American Restaurants,Catering,Bakery and Caf,Café,Sandwich Shops",Schererville,IN,144 Us Highway 41,46375,41.51963,-87.47145
Wing Street,"Carry-out food,Takeout,American restaurants,Karaoke,Take Out Restaurants,Fast Food Restaurants,Restaurants,Pizza,Restaurant,American Restaurants,Barbecued poultry,Barbecue,Barbecue Restaurants,Pizza Place,Spare rib restaurants,Chicken restaurants",Schererville,IN,975 W Us Highway 30,46375,41.49026,-87.47406
Panda Express,"Asian Restaurants,Chinese Restaurants,Take Out Restaurants,Fast Food Restaurants,Restaurants",Hebron,KY,2939 Terminal Dr CincinnatiNorthern International Airport,41048,39.053276,-84.66302
White Castle,"American Restaurants,Fast Food Restaurants,Hamburgers and Hot Dogs,Restaurants",Kokomo,IN,1801 E Markland Avenue,46901,40.47638,-86.10717
Big Boys Construction,"American Restaurants,Take Out Restaurants,Fast Food Restaurants,Breakfast Brunch and Lunch Restaurants,,Family Style Restaurants,Hamburgers and Hot Dogs,Restaurants,Sandwich Shops",Indianapolis,IN,4405 Blue Ribbon Road,46203,39.70359,-86.06758
Chipotle Mexican Grill,"Carry-out food,Mexican Restaurants,Taco Place,Tex-mex restaurants,Southwestern restaurants,American restaurants,Mexican restaurants,Karaoke,Take Out Restaurants,Fast Food Restaurants,Restaurants,Mexican Restaurant,Burrito Place",Indianapolis,IN,8812 Us 31 S Ste D,46227,39.63786,-86.12871
Jack in the Box,"Carry-out food,Hot dog restaurants,American restaurants,Hamburger restaurants,Karaoke,Fast Food Restaurants,Hamburgers and Hot Dogs,Restaurants",Indianapolis,IN,8950 Us 31 S,46227,39.63619,-86.12759
Culver's,"American Restaurants,Ice Cream and Frozen Desserts,Take Out Restaurants,Fast Food Restaurants,Hamburgers and Hot Dogs,Restaurants",La Porte,IN,233 Pine Lake Avenue,46350,41.61805,-86.73386
George's Gyros Spot,"Pizza,American Restaurants,Caterers,Hot Dog Stands and Restaurants,Greek Restaurants,Mediterranean Restaurants,Fast Food Restaurants,Hamburgers and Hot Dogs,Restaurants,Sandwich Shops",Chesterton,IN,325 N Calumet Road,46304,41.61451,-87.05198
Lemon Tree Mediterranean Grill,"Mediterranean,Caterers,Take-out,Lacto,Greek Restaurants,Mediterranean Restaurants,Bar and Grills,Fast food,Non-veg,Restaurants,Middle Eastern Restaurants",Chesterton,IN,356 Indian Boundary Road,46304,41.61675,-87.04676
Panda Express,"Asian Restaurants,Chinese Restaurant,Restaurant,Take Out,Chinese Restaurants,Chinese Restaurant and Fast Food Restaurant,Fast Food Restaurant,Fast Food Restaurants,Restaurants",San Jose,CA,567 Coleman Ave,95110,37.3406,-121.9064
Order-In,"Asian Restaurants,Chinese Restaurants,Business & Personal Coaches,Restaurant Delivery Service,Take Out Restaurants,Fast Food Restaurants,Indian Restaurants,Restaurants,Middle Eastern Restaurants",Carmel,IN,1081 3rd Ave SW,46032,39.9638,-86.13077
Nikos Gyros,"Greek Restaurants,Mediterranean Restaurants,Fast Food Restaurants,Restaurants",Gas City,IN,505 W Main Street,46933,40.48754,-85.62221
Hardee's,"Fast Food Restaurants,Hamburgers and Hot Dogs,Restaurants",Noblesville,IN,2500 Conner Street,46060,40.04601,-85.99661
KFC,"Fast Food,Chicken,Restaurants",Lancaster,CA,1827 E Ave J,93535,34.69,-118.0962
China Wok Express,"Chinese Restaurant,Caterers,Seafood Restaurants,Asian Restaurant,Fast Food Restaurants,Restaurants",Wilmington,CA,104 W Anaheim St,90744,33.7792,-118.263
Taco Bell,"Mexican Restaurants,Fast Food Restaurants,Restaurants",Goshen,IN,701 W Pike Street,46526,41.58928,-85.84562
BLIMPIE,"Delicatessens,Take Out Restaurants,Fast Food Restaurants,Restaurants,Sandwich Shops",Goshen,IN,1303 College Avenue,46526,41.56646,-85.81632
Culver's,"Carry-out food,Hot dog restaurants,Burger Joint, Fast Food Restaurant, and Ice Cream Shop,American restaurants,Hamburger restaurants,Take Out Restaurants,Fast Food Restaurants,Restaurants,Ice Cream & Frozen Desserts,Hamburgers & Hot Dogs,Restaurant,Ice Cream and Frozen Desserts,American Restaurants,Hamburgers and Hot Dogs",Goshen,IN,2019 Lincolnway E,46526,41.55995,-85.7956
Chick-Fil-A,"Fast Food Restaurants,Chicken Restaurants,Restaurants",Clarksville,IN,757 E Lewis And Clark Parkway,47129,38.31372,-85.7629
Popeyes Louisiana Kitchen,"Chicken Restaurants,Fast Food Restaurants,Restaurants,Take Out Restaurants",Louisville,KY,7723 Bardstown Road,40291,38.13469,-85.57919
Big Apple Bagels,"Breakfast Brunch and Lunch Restaurants,Bagels,Coffee and Espresso Restaurants,Coffee and Tea,Fast Food,Breakfast Brunch and Lunch Restaurants,,Lunch Restaurants,Restaurants",Fishers,IN,9528 E 126th Street,46038,39.97196,-86.00197
Big Daddy's Burgers,"Hamburgers & Hot Dogs,American Restaurants,Burger Joint,Restaurant,Hot dog restaurants,Burgers,Hamburger restaurants,Fast Food Restaurants,Take Out Restaurants,Hamburgers and Hot Dogs,Restaurants",South Lake Tahoe,CA,3490 Lake Tahoe Blvd,96150,38.946,-119.9638
Moe's Southwest Grill,"Carry-out food,American Restaurants,Caterers,Mexican Restaurants,Tex-mex restaurants,Southwestern restaurants,Family style restaurants,Karaoke,Take Out Restaurants,Fast Food Restaurants,Restaurants",Fishers,IN,8235 E 116th St Ste 201,46038,39.95668,-86.02121
Noble Roman's,"Pizza,Fast Food Restaurants,Restaurants",Crown Point,IN,8010 E 109th Avenue,46307,41.42076,-87.23836
Dairy Queen Grill Chill,"Ice Cream and Frozen Desserts,Fast Food Restaurants,Dessert Restaurants,Hamburgers and Hot Dogs,Restaurants",Crown Point,IN,1318 N Main Street,46307,41.4343,-87.36399
Culver's,"American Restaurants,Ice Cream and Frozen Desserts,Take Out Restaurants,Fast Food Restaurants,Hamburgers and Hot Dogs,Restaurants",Crown Point,IN,1800 E Summit Street,46307,41.42794,-87.33714
McDonald's,"Ice Cream Parlors,Restaurant,Breakfast,Fast Food Restaurant,Fast Food,Coffeehouses,Salads,Hamburgers,Restaurants,Frozen Yogurt Shops,Sandwich Shops",Lemoore,CA,1089 N Lemoore Ave,93245,36.3129,-119.7813
Dairy Queen,"Ice Cream and Frozen Desserts,Fast Food Restaurants,Dessert Restaurants,Hamburgers and Hot Dogs,Restaurants",Warsaw,IN,1900 Plaza Drive,46580,41.25571,-85.85278
Jack in the Box,"Burger Joint,Restaurant,Carry-out food,Hot dog restaurants,Fast Food Restaurant,Hamburger restaurants,Fast food restaurants,Restaurants",Boise,ID,1124 S Vista Ave,83705,43.59379,-116.21334
McDonald's,"Ice Cream Parlors,Carry-out food,Breakfast,Hot dog restaurants,Hamburger restaurants,Fast Food Restaurants,Take Out Restaurants,Fast Food,Restaurants,Frozen Yogurt Shops,Restaurant,Fast Food Restaurant,Coffeehouses,Salads,Fast food restaurants,Hamburgers and Hot Dogs,Hamburgers,Sandwich Shops",Nampa,ID,148 Caldwell Blvd,83651,43.5866,-116.5747
Chick-Fil-A,"Fast Food Restaurants,Chicken Restaurants,Restaurants",Lafayette,IN,3826 South Street,47905,40.41779,-86.83548
Chipotle Mexican Grill,"Fast Food Restaurants,Mexican Restaurants,Restaurants,Take Out Restaurants",West Lafayette,IN,200 W State Street,47906,40.42372,-86.90719
Jimmy John's,"Take Out Restaurants,Fast Food Restaurants,Restaurants,Sandwich Shops",West Lafayette,IN,134 W State Street,47906,40.42321,-86.90643
BLIMPIE,"Fast Food Restaurants,Take Out Restaurants,Restaurants,Sandwich Shops",West Lafayette,IN,208 South Street,47906,40.42403,-86.90756
